years_experience,position,skills,location,market_salary,final_salary
13,Manager,"['Python', 'SQL', 'Testing', 'iOS Development']",Bangalore,5233000,5356000
16,Director,"['Agile', 'ETL', 'Flutter', 'Groq API', 'LLM', 'Nginx', 'Python', 'SQL']",Chennai,5837000,5751000
15,Director,"['FAISS', 'Firebase', 'Flutter', 'LLM', 'Python']",Delhi,7310000,7551000
7,Junior,"['Angular', 'Python', 'Vector Databases', 'iOS Development']",Delhi,1634000,1554000
6,Mid,"['Agile', 'Deep Learning', 'PyTorch', 'SQL', 'Spring Boot', 'iOS Development']",Noida,2199000,2122000
2,Junior,"['Hadoop', 'Python', 'React', 'SQL', 'iOS Development']",Mumbai,1068000,1145000
14,Manager,"['Firebase', 'Generative AI', 'Kotlin', 'LLM', 'MLOps', 'PyTorch', 'Python', 'SQL']",Hyderabad,5198000,5103000
10,Lead,"['AWS', 'Bootstrap', 'C', 'Dart', 'Django', 'ETL', 'Python', 'React', 'SQL']",Hyderabad,4111000,3747000
12,Lead,"['Flutter', 'MLOps', 'Nginx', 'Python', 'Redis', 'SQL', 'System Design']",Bangalore,5053000,5812000
17,Lead,"['C++', 'Computer Vision', 'Data Science', 'Excel', 'GitHub Actions', 'LLM', 'Python']",Delhi,5290000,5343000
12,Mid,"['Data Pipelines', 'Java', 'LLM', 'MLOps', 'Python', 'Tableau']",Mumbai,2637000,2781000
17,Director,"['Data Science', 'Java', 'Python', 'SQLite', 'Tailwind CSS']",Delhi,7549000,7762000
7,Senior,"['Apache Spark', 'Data Pipelines', 'HTML', 'Kubernetes', 'Microservices', 'Python', 'React Native', 'Scikit-learn', 'Testing']",Mumbai,3509000,3143000
5,Lead,"['AWS', 'FAISS', 'Microservices', 'Python', 'SQL', 'Swift', 'iOS Development']",Chennai,3275000,3709000
18,Director,"['FastAPI', 'GCP', 'RAG', 'SQL', 'Statistics']",Delhi,7549000,8193000
6,Senior,"['Agile', 'CI/CD', 'Kotlin', 'Python', 'SQL', 'Tableau', 'Testing', 'Vector Databases']",Mumbai,3558000,4052000
13,Senior,"['Apache Spark', 'MongoDB', 'PyTorch', 'React', 'React Native', 'iOS Development']",Mumbai,3785000,3180000
4,Mid,"['Express.js', 'MLOps', 'Machine Learning', 'RAG', 'System Design']",Pune,1602000,1506000
16,Director,"['Agile', 'FastAPI', 'Kubernetes', 'PyTorch', 'Python', 'REST API']",Delhi,7643000,8080000
12,Manager,"['ETL', 'FAISS', 'Go', 'Hadoop', 'Kotlin', 'SQL', 'Statistics', 'Testing']",Hyderabad,4761000,5101000
9,Mid,"['OpenAI API', 'Python', 'SQL', 'SQLite']",Gurgaon,2297000,2209000
4,Mid,"['Go', 'LangChain', 'Node.js', 'SQL']",Bangalore,1786000,1901000
11,Mid,"['Apache Spark', 'C', 'C++', 'HTML', 'Pandas', 'Power BI', 'SQL']",Bangalore,2666000,2804000
15,Senior,"['Docker', 'GCP', 'SQL', 'Spark', 'TensorFlow', 'Testing']",Pune,3025000,3112000
18,Manager,"['Flutter', 'PyTorch', 'Python', 'SQL']",Pune,4589000,5215000
4,Lead,"['Express.js', 'GitHub Actions', 'GraphQL', 'Kotlin', 'Pandas', 'SQL', 'Terraform']",Bangalore,3938000,3934000
6,Mid,"['Azure', 'CI/CD', 'Firebase', 'Kafka', 'Python', 'System Design']",Bangalore,2591000,2487000
10,Senior,"['Authentication', 'Dart', 'Docker', 'React', 'SQL', 'System Design', 'iOS Development']",Pune,2556000,3093000
14,Lead,"['Agile', 'Angular', 'Azure', 'NLP', 'Python', 'SQL', 'Spark', 'System Design']",Bangalore,5617000,6646000
19,Senior,"['Docker', 'FAISS', 'SQL', 'Tableau']",Mumbai,4118000,4447000
18,Director,"['Deep Learning', 'GCP', 'Groq API', 'JavaScript', 'Python', 'Swift']",Bangalore,7391000,8490000
11,Lead,"['Apache Spark', 'Computer Vision', 'Dart', 'Kubernetes', 'NLP', 'NumPy', 'Python', 'Spring Boot', 'Statistics']",Noida,4733000,4373000
12,Lead,"['Generative AI', 'Go', 'Pandas', 'Prompt Engineering', 'Python', 'RAG', 'Spark', 'TypeScript']",Bangalore,5127000,4787000
16,Senior,"['AWS', 'Hadoop', 'Node.js', 'Rust', 'SQL']",Delhi,3739000,3599000
4,Mid,"['AWS', 'C++', 'Deep Learning', 'Python', 'Redis', 'SQL']",Mumbai,2089000,2316000
15,Manager,"['AWS', 'Angular', 'C', 'Dart', 'Firebase', 'Python', 'SQL', 'Testing']",Delhi,6052000,5454000
7,Senior,"['GraphQL', 'Microservices', 'Power BI', 'Python', 'REST API', 'Rust', 'SQL', 'Spring Boot', 'System Design']",Mumbai,3665000,3519000
17,Senior,"['GCP', 'HTML', 'Node.js', 'Python', 'RAG', 'React Native', 'SQL']",Remote,3539000,3913000
6,Senior,"['Data Science', 'Django', 'GCP', 'Go', 'Python', 'SQL']",Delhi,2945000,2779000
17,Director,"['AWS', 'GraphQL', 'Groq API', 'Java', 'Python', 'SQL', 'System Design', 'Tableau']",Gurgaon,7601000,8319000
17,Manager,"['FAISS', 'Flutter', 'Kotlin', 'Microservices', 'PostgreSQL', 'Python', 'React Native']",Chennai,4755000,4477000
10,Manager,"['AWS', 'DynamoDB', 'Python', 'SQL', 'Tableau']",Bangalore,5690000,6308000
12,Mid,"['C', 'Data Pipelines', 'Generative AI', 'Kotlin', 'React']",Bangalore,2820000,2648000
18,Lead,"['Agile', 'Angular', 'NumPy', 'Redis', 'SQL', 'Terraform']",Delhi,5474000,5329000
20,Lead,"['Apache Spark', 'FastAPI', 'OpenAI API', 'Power BI', 'Python', 'SQL', 'Spark', 'Tailwind CSS', 'Vue.js']",Hyderabad,5067000,5732000
20,Senior,"['AWS', 'Azure', 'Nginx', 'Python', 'SQL']",Gurgaon,4121000,4422000
4,Mid,"['Deep Learning', 'Groq API', 'Microservices', 'MongoDB', 'React Native', 'Scikit-learn']",Chennai,1678000,1751000
15,Mid,"['API Design', 'Data Pipelines', 'LangGraph', 'SQL']",Hyderabad,2692000,2512000
5,Mid,"['Kubernetes', 'Pandas', 'Python', 'TypeScript']",Mumbai,2161000,2575000
5,Senior,"['AWS', 'CSS', 'Data Analysis', 'Kafka', 'SQL', 'Swift', 'System Design', 'Testing']",Bangalore,3355000,2895000
1,Junior,"['Power BI', 'SQL']",Noida,807000,802000
7,Senior,"['Agile', 'Deep Learning', 'Generative AI', 'Groq API', 'HTML', 'Python', 'React', 'Spark', 'Vector Databases']",Delhi,3587000,3441000
15,Lead,"['Data Analysis', 'NLP', 'SQL', 'Vue.js', 'iOS Development']",Bangalore,5029000,5326000
3,Mid,"['API Design', 'Dashboarding', 'FAISS', 'Pandas', 'Python', 'SQL']",Chennai,1376000,1321000
18,Director,"['FastAPI', 'Flutter', 'GitHub Actions', 'Microservices', 'React Native', 'Testing']",Mumbai,7249000,8164000
16,Manager,"['Python', 'SQL', 'Spring Boot', 'TensorFlow']",Chennai,4916000,4782000
7,Mid,"['Angular', 'Machine Learning', 'Microservices', 'Python', 'SQL', 'TypeScript']",Pune,1825000,1886000
14,Lead,"['Hadoop', 'MLOps', 'PyTorch', 'Python', 'Statistics', 'Swift']",Bangalore,4928000,4242000
19,Director,"['AWS', 'Express.js', 'FAISS', 'OpenAI API', 'Python', 'SQL', 'Spark']",Hyderabad,6655000,8218000
8,Senior,"['Excel', 'Firebase', 'GitHub Actions', 'Go', 'SQL', 'SQLite']",Bangalore,3631000,3872000
12,Manager,"['Dashboarding', 'Docker', 'MySQL', 'Python', 'Redis', 'SQL']",Hyderabad,4260000,4680000
6,Mid,"['Express.js', 'Python', 'SQL']",Mumbai,1994000,2072000
13,Mid,"['Android Development', 'Firebase', 'MongoDB', 'Power BI', 'Python', 'Swift', 'Terraform']",Bangalore,2687000,2513000
3,Mid,"['Dashboarding', 'OpenAI API', 'SQL']",Bangalore,1858000,2119000
13,Lead,"['Angular', 'ETL', 'GitHub Actions', 'HTML', 'Kubernetes', 'Next.js', 'Pandas', 'SQL', 'Spark', 'Tableau']",Bangalore,4970000,4141000
20,Senior,"['CI/CD', 'LangGraph', 'MLOps', 'MySQL', 'REST API', 'React', 'React Native', 'SQL']",Bangalore,3829000,4462000
14,Lead,"['Authentication', 'Dart', 'Python', 'RAG', 'SQL', 'System Design']",Chennai,4326000,4725000
5,Mid,"['Deep Learning', 'FAISS', 'MLOps', 'React', 'SQL']",Pune,1884000,1720000
14,Manager,"['Data Pipelines', 'Data Science', 'GitHub Actions', 'Hadoop', 'Kubernetes', 'MLOps', 'Python', 'Redis', 'SQL']",Bangalore,6067000,6589000
18,Senior,"['DynamoDB', 'GCP', 'LLM', 'Microservices', 'Tableau']",Remote,3786000,4466000
0,Junior,"['LangChain', 'Microservices', 'Python', 'Redis']",Hyderabad,632000,625000
10,Lead,"['AWS', 'Android Development', 'Flutter', 'Java', 'Microservices', 'Python', 'TensorFlow', 'iOS Development']",Chennai,3544000,3362000
9,Mid,"['Machine Learning', 'MongoDB', 'SQL', 'Spring Boot', 'Testing']",Delhi,2217000,2199000
16,Lead,"['AWS', 'Apache Spark', 'Azure', 'Docker', 'Groq API', 'Kubernetes', 'Power BI', 'SQL', 'SQLite', 'Vector Databases']",Bangalore,5243000,5101000
3,Mid,"['Agile', 'Firebase', 'HTML', 'Kafka', 'Prompt Engineering', 'Python', 'React']",Hyderabad,1679000,1609000
11,Lead,"['AWS', 'C', 'Dashboarding', 'Data Pipelines', 'Groq API', 'REST API', 'SQL', 'Scikit-learn', 'Tailwind CSS']",Bangalore,4098000,4038000
8,Senior,"['Bootstrap', 'C', 'C++', 'Kubernetes', 'LangGraph', 'Python', 'React']",Bangalore,3727000,3870000
16,Manager,"['Data Analysis', 'Excel', 'LLM', 'Nginx', 'RAG', 'Testing']",Mumbai,6012000,6161000
11,Manager,"['CSS', 'NLP', 'Power BI', 'SQL', 'SQLite']",Delhi,5413000,5841000
8,Senior,"['AWS', 'Data Pipelines', 'FAISS', 'Generative AI', 'MySQL', 'Power BI', 'SQL', 'Spring Boot', 'System Design']",Gurgaon,3535000,3798000
10,Lead,"['Bootstrap', 'Flutter', 'GraphQL', 'Python', 'Vector Databases']",Pune,3494000,3957000
9,Mid,"['ETL', 'OpenAI API', 'Python', 'System Design', 'Tailwind CSS', 'iOS Development']",Mumbai,2503000,2675000
7,Senior,"['CSS', 'Flutter', 'JavaScript', 'Kubernetes', 'SQL', 'Scikit-learn']",Bangalore,3360000,3107000
17,Director,"['GCP', 'JavaScript', 'MLOps', 'Python', 'SQL']",Delhi,7570000,8002000
8,Lead,"['Azure', 'Java', 'JavaScript', 'Next.js', 'Python', 'SQL']",Bangalore,4434000,3737000
9,Lead,"['Bootstrap', 'Dart', 'Data Science', 'Deep Learning', 'Django', 'Python', 'SQL', 'System Design']",Delhi,4915000,6493000
12,Senior,"['Angular', 'Docker', 'MLOps', 'SQL']",Hyderabad,3273000,3217000
5,Mid,"['Authentication', 'CI/CD', 'ETL', 'MongoDB', 'Python', 'SQL']",Bangalore,2078000,2107000
3,Junior,"['Authentication', 'PyTorch', 'Python', 'SQL', 'Swift']",Mumbai,1244000,1523000
1,Junior,"['Python', 'REST API', 'Spring Boot']",Mumbai,879000,830000
10,Senior,"['AWS', 'Docker', 'GitHub Actions', 'Go', 'MLOps', 'NLP', 'NumPy', 'Python', 'SQL']",Noida,3892000,3883000
19,Lead,"['Dashboarding', 'Data Science', 'DynamoDB', 'ETL', 'GCP', 'GitHub Actions', 'Groq API', 'SQL', 'SQLite']",Bangalore,5604000,5386000
6,Mid,"['C', 'Python', 'REST API', 'SQL']",Mumbai,1787000,1787000
6,Senior,"['Computer Vision', 'Groq API', 'HTML', 'Hadoop', 'Microservices', 'Python', 'SQL', 'System Design']",Delhi,3564000,4246000
8,Manager,"['Dart', 'Firebase', 'GitHub Actions', 'MLOps', 'Next.js', 'Prompt Engineering', 'RAG', 'Vector Databases']",Mumbai,5000000,4584000
18,Senior,"['GraphQL', 'Kubernetes', 'Python', 'SQLite', 'Spring Boot']",Pune,3241000,3074000
14,Manager,"['Authentication', 'Dart', 'Express.js', 'Pandas', 'Power BI', 'Python', 'SQL', 'System Design']",Mumbai,5816000,5772000
18,Manager,"['Java', 'Kafka', 'Kubernetes', 'LLM', 'MLOps', 'Machine Learning', 'Python', 'Spring Boot']",Mumbai,5736000,6283000
18,Senior,"['Docker', 'Python', 'SQL', 'SQLite', 'Statistics']",Bangalore,3867000,3958000
2,Mid,"['Computer Vision', 'Data Pipelines', 'Excel', 'NLP', 'Python', 'SQL', 'System Design']",Pune,1514000,1703000
16,Director,"['CSS', 'Deep Learning', 'HTML', 'LLM', 'NLP', 'Python', 'REST API', 'React']",Delhi,7973000,7482000
5,Director,"['Android Development', 'Java', 'MySQL', 'SQL', 'Statistics', 'System Design', 'TypeScript']",Noida,7407000,8083000
3,Mid,"['Java', 'Python', 'SQL']",Hyderabad,1611000,1508000
13,Mid,"['HTML', 'Python', 'Statistics']",Bangalore,2777000,3004000
2,Junior,"['ETL', 'Python']",Mumbai,912000,833000
0,Mid,"['FastAPI', 'GraphQL', 'Groq API', 'NLP', 'Python', 'SQL']",Bangalore,1512000,1515000
0,Junior,"['FAISS', 'PostgreSQL', 'iOS Development']",Bangalore,658000,656000
0,Junior,"['Kotlin', 'SQL']",Pune,500000,513000
4,Mid,"['Data Pipelines', 'Generative AI', 'Kafka', 'Machine Learning', 'Python', 'SQL', 'TensorFlow']",Bangalore,2429000,2461000
0,Junior,"['PyTorch', 'Python', 'SQL']",Remote,620000,694000
8,Mid,"['Android Development', 'C++', 'FAISS', 'Flutter', 'Hadoop', 'Python', 'Testing']",Delhi,2451000,2681000
5,Junior,"['Angular', 'Kotlin', 'LangGraph', 'Python', 'SQL']",Bangalore,1679000,1713000
10,Senior,"['CI/CD', 'Dart', 'ETL', 'Go', 'GraphQL', 'Kotlin', 'Python', 'System Design']",Delhi,3770000,3814000
13,Senior,"['FastAPI', 'Go', 'Hadoop', 'Kafka', 'Node.js', 'OpenAI API', 'Pandas', 'Python']",Mumbai,3931000,3627000
20,Manager,"['Firebase', 'MLOps', 'Machine Learning', 'Python', 'REST API', 'SQL', 'Terraform']",Mumbai,5592000,5911000
17,Senior,"['Dashboarding', 'LangGraph', 'SQL', 'Tableau']",Gurgaon,3950000,4088000
11,Senior,"['AWS', 'Data Pipelines', 'Generative AI', 'LLM', 'Python', 'React Native', 'SQL', 'Statistics']",Gurgaon,4087000,4440000
14,Senior,"['CSS', 'Docker', 'Kubernetes', 'NumPy', 'Power BI', 'Python', 'SQL']",Gurgaon,4147000,3717000
11,Senior,"['Dashboarding', 'Express.js', 'Kafka', 'Kotlin', 'LangChain', 'Next.js', 'NumPy', 'Terraform', 'Vector Databases']",Bangalore,3863000,4310000
15,Lead,"['FAISS', 'Groq API', 'Hadoop', 'Kubernetes', 'Prompt Engineering', 'Redis', 'SQLite', 'Spark']",Pune,4350000,3724000
15,Mid,"['Angular', 'Data Analysis', 'Firebase', 'GCP', 'Groq API', 'Kotlin', 'Power BI']",Bangalore,3226000,2959000
0,Mid,"['DynamoDB', 'LLM', 'Python', 'SQL', 'Spring Boot']",Gurgaon,1390000,1459000
5,Mid,"['Bootstrap', 'Express.js', 'Generative AI', 'Power BI', 'Python', 'SQL', 'Swift']",Mumbai,2375000,2417000
5,Mid,"['Agile', 'Azure', 'Excel', 'Groq API', 'HTML', 'NumPy', 'Python']",Bangalore,2155000,2183000
6,Mid,"['CSS', 'GitHub Actions', 'MongoDB', 'NumPy', 'SQL']",Bangalore,2226000,2260000
15,Lead,"['Data Science', 'Generative AI', 'Groq API', 'HTML', 'MLOps', 'OpenAI API', 'Python', 'RAG']",Gurgaon,5009000,5293000
0,Junior,"['GCP', 'REST API', 'SQL']",Pune,568000,598000
3,Mid,"['Firebase', 'GitHub Actions', 'MLOps', 'MongoDB', 'Pandas', 'Python', 'SQL']",Pune,1521000,1365000
1,Junior,"['Data Analysis', 'Data Science', 'Java', 'Python']",Bangalore,882000,911000
16,Lead,"['OpenAI API', 'Python', 'SQL', 'Spark', 'Testing']",Chennai,3989000,4335000
15,Lead,"['AWS', 'Data Analysis', 'Java', 'OpenAI API', 'Pandas', 'SQL']",Gurgaon,4635000,4780000
9,Mid,"['API Design', 'NLP', 'Python', 'SQL', 'Statistics']",Mumbai,2514000,2416000
19,Lead,"['Azure', 'C', 'Dashboarding', 'Data Pipelines', 'JavaScript', 'Kafka', 'Microservices', 'Python', 'SQL']",Hyderabad,4477000,4970000
7,Junior,"['MySQL', 'Python', 'Vue.js']",Mumbai,1536000,1546000
13,Lead,"['AWS', 'Kotlin', 'NLP', 'Nginx', 'NumPy', 'Pandas', 'Python', 'Spark', 'iOS Development']",Chennai,4150000,4742000
0,Junior,"['Data Analysis', 'Deep Learning', 'SQL']",Mumbai,779000,792000
0,Junior,"['Azure', 'SQL']",Mumbai,760000,767000
20,Lead,"['Docker', 'Hadoop', 'Microservices', 'MongoDB', 'Python', 'Tableau']",Delhi,5276000,4073000
20,Director,"['C', 'FAISS', 'Kafka', 'LLM', 'Python', 'SQL']",Bangalore,8795000,8066000
8,Senior,"['Apache Spark', 'Azure', 'C', 'Dashboarding', 'Data Science', 'GraphQL', 'Python']",Chennai,2812000,2755000
3,Mid,"['CI/CD', 'LLM', 'PyTorch', 'SQL']",Delhi,1668000,1874000
18,Manager,"['Generative AI', 'PyTorch', 'Python', 'SQL']",Bangalore,6261000,6223000
1,Junior,"['NumPy', 'RAG']",Delhi,829000,966000
3,Mid,"['C', 'PostgreSQL', 'Python']",Delhi,1571000,1635000
18,Manager,"['API Design', 'AWS', 'Python', 'SQL', 'System Design', 'Terraform']",Mumbai,5482000,6056000
8,Senior,"['Azure', 'CI/CD', 'Express.js', 'Node.js', 'Python', 'System Design']",Remote,2995000,3123000
8,Senior,"['LLM', 'MLOps', 'Power BI', 'Python', 'REST API', 'SQL']",Hyderabad,3085000,3397000
2,Mid,"['Apache Spark', 'Docker', 'Python', 'SQL', 'TensorFlow']",Delhi,1589000,1828000
1,Junior,"['PyTorch', 'Python', 'SQL', 'Vue.js']",Hyderabad,780000,902000
7,Senior,"['Dart', 'Java', 'Kubernetes', 'Python', 'RAG', 'React Native', 'SQL', 'Testing']",Mumbai,3576000,4097000
4,Junior,"['Express.js', 'Kubernetes', 'PyTorch', 'Python', 'iOS Development']",Noida,1180000,1195000
3,Mid,"['Django', 'Python', 'SQL']",Mumbai,1487000,1474000
1,Junior,"['ETL', 'Python']",Mumbai,844000,900000
10,Junior,"['MLOps', 'PyTorch', 'Python']",Bangalore,2109000,2404000
20,Manager,"['CI/CD', 'Dart', 'Docker', 'DynamoDB', 'MongoDB', 'Power BI', 'REST API', 'SQL']",Gurgaon,5659000,6377000
4,Junior,"['LLM', 'LangChain', 'NumPy', 'SQL', 'SQLite']",Gurgaon,1469000,1426000
3,Mid,"['Agile', 'CSS', 'Docker', 'Firebase', 'Microservices', 'Python', 'SQL']",Chennai,1487000,1602000
14,Senior,"['Deep Learning', 'NumPy', 'Python', 'SQL']",Chennai,2945000,3313000
8,Senior,"['Apache Spark', 'Firebase', 'Python', 'SQL', 'Terraform', 'Vue.js']",Bangalore,3653000,3811000
6,Junior,"['Flutter', 'MLOps', 'React', 'Rust', 'System Design']",Pune,1292000,1497000
10,Senior,"['GCP', 'Generative AI', 'Python', 'SQL']",Pune,2939000,2883000
18,Mid,"['Angular', 'JavaScript', 'LLM', 'Machine Learning', 'MongoDB', 'Python']",Bangalore,3558000,3017000
12,Manager,"['Data Analysis', 'MySQL', 'RAG', 'SQL']",Gurgaon,5197000,5592000
9,Senior,"['AWS', 'Docker', 'JavaScript', 'Python']",Delhi,3432000,3657000
8,Senior,"['Android Development', 'C', 'Flutter', 'Groq API', 'Pandas', 'Python', 'SQL', 'TypeScript', 'iOS Development']",Hyderabad,2940000,3049000
7,Junior,"['DynamoDB', 'PostgreSQL', 'Power BI', 'Python']",Chennai,1345000,1427000
16,Senior,"['Apache Spark', 'Generative AI', 'JavaScript', 'MLOps', 'PostgreSQL', 'System Design', 'iOS Development']",Delhi,4305000,4946000
2,Mid,"['Groq API', 'Kubernetes', 'Node.js']",Bangalore,1434000,1383000
13,Manager,"['API Design', 'Authentication', 'HTML', 'Hadoop', 'Next.js', 'Node.js', 'Python', 'SQL', 'Scikit-learn']",Bangalore,5391000,7010000
4,Mid,"['Angular', 'MySQL', 'SQL']",Gurgaon,1795000,1408000
20,Manager,"['Data Science', 'Excel', 'Groq API', 'HTML', 'Kubernetes', 'Python', 'Tableau']",Mumbai,5503000,5476000
7,Senior,"['Firebase', 'MySQL', 'System Design', 'Vue.js']",Hyderabad,3022000,3581000
8,Senior,"['Go', 'MongoDB', 'MySQL', 'Rust', 'System Design']",Hyderabad,2949000,2890000
12,Senior,"['CSS', 'FastAPI', 'PostgreSQL', 'Power BI', 'Python', 'Statistics']",Bangalore,3899000,4159000
13,Mid,"['Generative AI', 'Java', 'Python', 'REST API', 'SQL']",Mumbai,2949000,3124000
11,Senior,"['API Design', 'Computer Vision', 'LangChain', 'LangGraph', 'MySQL', 'Python', 'SQLite', 'Swift', 'Vue.js']",Bangalore,3919000,3445000
6,Senior,"['LangGraph', 'Python', 'RAG', 'React', 'SQL']",Pune,2691000,2031000
10,Lead,"['Excel', 'Firebase', 'JavaScript', 'MLOps', 'Python', 'React Native', 'SQL', 'System Design']",Mumbai,4838000,4798000
5,Senior,"['Express.js', 'Generative AI', 'Python', 'SQL', 'Vector Databases']",Mumbai,2907000,3018000
13,Director,"['MLOps', 'MySQL', 'Power BI', 'Python', 'Statistics', 'TypeScript']",Hyderabad,6903000,7057000
18,Manager,"['AWS', 'Express.js', 'Firebase', 'Python', 'SQL', 'Spring Boot']",Chennai,4999000,5431000
20,Manager,"['AWS', 'Data Science', 'React', 'Tableau', 'Terraform']",Mumbai,5413000,5225000
0,Junior,"['Firebase', 'Hadoop', 'React Native', 'SQL']",Mumbai,812000,802000
2,Junior,"['Express.js', 'SQL']",Chennai,814000,773000
20,Director,"['Flutter', 'Kafka', 'LangGraph', 'NumPy', 'RAG', 'SQL', 'System Design', 'TypeScript']",Mumbai,8068000,6461000
19,Director,"['API Design', 'Dart', 'LangGraph', 'PostgreSQL', 'Statistics', 'TypeScript']",Delhi,8689000,9260000
6,Senior,"['AWS', 'C', 'Docker', 'GCP', 'JavaScript', 'MLOps', 'Microservices']",Pune,2587000,2728000
7,Lead,"['Kafka', 'NLP', 'NumPy', 'SQL', 'Terraform']",Bangalore,4258000,4566000
1,Junior,"['LLM', 'SQL']",Delhi,851000,926000
7,Mid,"['API Design', 'Authentication', 'Computer Vision', 'Kubernetes', 'Python', 'SQL']",Mumbai,2288000,2511000
16,Manager,"['Azure', 'Computer Vision', 'Data Science', 'Django', 'Excel', 'GitHub Actions', 'HTML', 'Python', 'RAG']",Remote,4842000,5005000
12,Senior,"['Azure', 'C', 'CSS', 'Dashboarding', 'Express.js', 'Kafka', 'PostgreSQL', 'PyTorch', 'iOS Development']",Bangalore,4179000,3979000
3,Junior,"['C++', 'Dart', 'Python', 'SQL']",Pune,910000,909000
7,Senior,"['AWS', 'Deep Learning', 'Django', 'ETL', 'Microservices', 'MongoDB', 'RAG', 'System Design']",Bangalore,3785000,4038000
1,Junior,"['DynamoDB', 'Python']",Bangalore,760000,756000
11,Lead,"['C++', 'FastAPI', 'Python', 'SQL', 'System Design']",Pune,3511000,3136000
19,Director,"['Express.js', 'GCP', 'JavaScript', 'Python', 'Redis', 'Statistics']",Bangalore,8154000,8773000
7,Mid,"['Flutter', 'LangChain', 'PostgreSQL', 'Power BI', 'Python', 'Statistics']",Delhi,2398000,2380000
19,Manager,"['AWS', 'Generative AI', 'HTML', 'Microservices', 'NLP', 'Python', 'SQL']",Bangalore,5430000,5770000
9,Manager,"['GCP', 'HTML', 'LangChain', 'Python', 'SQL']",Bangalore,5560000,5483000
4,Junior,"['Data Analysis', 'FastAPI', 'Pandas', 'Redis', 'SQL']",Delhi,1240000,1184000
4,Mid,"['Flutter', 'Python', 'React', 'SQL']",Mumbai,1720000,1939000
5,Senior,"['Agile', 'Bootstrap', 'CSS', 'FastAPI', 'MLOps', 'SQL', 'Spark', 'Swift', 'System Design']",Pune,2299000,2408000
18,Manager,"['Android Development', 'Dart', 'FastAPI', 'Next.js', 'Python', 'SQL', 'Testing', 'Vector Databases']",Mumbai,5968000,5093000
6,Senior,"['Groq API', 'SQL', 'System Design', 'Vector Databases']",Delhi,3117000,2945000
17,Senior,"['AWS', 'Data Science', 'Docker', 'MLOps', 'Python', 'SQL', 'Terraform', 'Testing', 'TypeScript']",Mumbai,4013000,5029000
14,Manager,"['Data Pipelines', 'Docker', 'OpenAI API', 'Python', 'React Native', 'TypeScript']",Pune,3886000,4824000
0,Mid,"['HTML', 'Python', 'SQL', 'Tableau']",Chennai,1077000,1139000
15,Director,"['C', 'FastAPI', 'Hadoop', 'Python', 'REST API', 'Spring Boot']",Hyderabad,6697000,6814000
2,Junior,"['Power BI', 'Python', 'SQL']",Mumbai,1076000,1002000
17,Manager,"['CI/CD', 'Computer Vision', 'Python', 'REST API']",Delhi,5959000,5439000
0,Junior,"['Apache Spark', 'Python', 'SQL', 'TensorFlow']",Delhi,648000,703000
